id,planta,periodo_formatado,risco_classificacao,classificacao_original,data_criacao,risco,dt_atualizacao,status_id,status,status_codigo,peso_matematico,mes_ref,is_present
EBC8DB-5772,Porto do Galho 4,2023-05,2,4,2024-08-20 06:55:32,Médio,2025-03-06 20:48:27,ST-01,Cancelado,200,5,2025-08-29,True
551FC8-4289,Porto do Galho 4,2023-04,2,4,2024-11-30 19:51:29,Crítico,2026-06-14 09:27:06,ST-02,Aberto,100,5,2024-11-12,True
0CB734-4135,Nunes 0,2023-11,3,1,2025-12-14 16:15:11,Crítico,2024-11-04 13:58:14,ST-01,Concluído,100,10,2025-05-25,True
137D8E-895,Cardoso Verde 1,2023-07,2,4,2024-10-08 19:09:23,Baixo,2024-11-24 08:48:46,ST-01,Aberto,200,5,2024-09-15,True
70E082-2515,Gomes de Garcia 3,2023-09,1,3,2026-01-20 11:39:41,Crítico,2026-04-14 14:30:21,ST-01,Concluído,100,5,2024-09-15,True
1619E6-3322,Siqueira das Pedras 2,2023-11,1,2,2025-09-12 15:32:52,Médio,2025-03-06 20:48:27,ST-01,Em Andamento,400,10,2024-09-15,True
EF0364-6002,Nunes 0,2023-11,3,2,2024-09-02 10:09:31,Baixo,2024-11-04 13:58:14,ST-02,Cancelado,200,5,2024-09-23,True
05992B-905,Siqueira das Pedras 2,2023-09,3,3,2024-08-10 18:40:42,Médio,2024-08-23 02:13:39,ST-02,Em Andamento,100,10,2024-09-04,True
89239F-6324,Cardoso Verde 1,2023-06,1,2,2026-03-24 12:59:28,Baixo,2026-04-14 14:30:21,ST-01,Aberto,300,5,2024-09-04,True
4AFEAE-5588,Porto do Galho 4,2023-12,4,4,2025-04-24 16:30:02,Alto,2025-03-06 20:48:27,ST-01,Em Andamento,100,5,2026-06-25,True
C14A90-144,Cardoso Verde 1,2023-01,4,3,2026-06-05 10:48:30,Médio,2026-04-14 14:30:21,ST-02,Aberto,100,5,2025-05-25,True
A0903A-2254,Cardoso Verde 1,2023-11,4,2,2024-09-20 22:12:39,Crítico,2024-08-23 02:13:39,ST-01,Aberto,100,10,2024-09-23,True
89C9F2-3300,Gomes de Garcia 3,2023-03,3,4,2025-02-22 11:41:35,Baixo,2026-05-12 08:01:18,ST-02,Aberto,300,5,2025-08-29,True
AB48DE-4651,Gomes de Garcia 3,2023-04,1,3,2025-12-23 04:51:42,Alto,2024-11-24 08:48:46,ST-01,Em Andamento,300,5,2024-11-12,True
9A0E79-5988,Siqueira das Pedras 2,2023-04,4,1,2024-11-14 04:51:56,Alto,2026-04-24 03:21:18,ST-01,Em Andamento,100,5,2024-08-15,True
FED950-2182,Cardoso Verde 1,2023-06,2,2,2026-05-25 11:01:37,Crítico,2025-01-20 20:32:14,ST-01,Aberto,200,10,2026-05-25,True
D11DC8-1889,Cardoso Verde 1,2023-11,4,2,2026-06-16 23:27:23,Crítico,2024-08-23 02:13:39,ST-02,Aberto,200,5,2024-11-12,True
EB35D8-15,Porto do Galho 4,2023-03,4,1,2026-02-24 14:37:41,Médio,2026-04-02 19:32:03,ST-02,Cancelado,200,5,2024-09-04,True
111B39-587,Porto do Galho 4,2023-11,1,1,2026-04-25 19:49:56,Alto,2026-04-24 03:21:18,ST-02,Cancelado,300,10,2024-11-12,True
B1B680-1765,Porto do Galho 4,2023-01,3,3,2026-03-06 00:28:22,Baixo,2025-03-06 20:48:27,ST-02,Em Andamento,200,10,2024-11-12,True
DD0EFF-2908,Gomes de Garcia 3,2023-01,2,4,2026-03-14 02:34:33,Crítico,2025-06-18 07:04:20,ST-02,Em Andamento,100,5,2025-08-20,True
6EC359-5650,Cardoso Verde 1,2023-07,1,2,2025-06-30 15:46:41,Crítico,2026-04-24 03:21:18,ST-01,Em Andamento,300,10,2024-09-04,True
408237-1115,Siqueira das Pedras 2,2023-03,1,4,2025-11-20 05:00:18,Médio,2024-11-24 08:48:46,ST-01,Em Andamento,200,5,2025-08-20,True
3BF6BB-19,Cardoso Verde 1,2023-11,3,3,2025-05-27 20:07:53,Crítico,2025-11-22 23:28:44,ST-02,Cancelado,200,10,2024-08-15,True
32C5AA-5008,Siqueira das Pedras 2,2023-01,1,4,2024-12-04 22:06:03,Crítico,2026-04-14 14:30:21,ST-02,Cancelado,100,5,2026-05-18,True
4C43B0-3379,Siqueira das Pedras 2,2023-12,3,1,2025-05-19 12:52:44,Baixo,2025-11-22 23:28:44,ST-02,Em Andamento,100,5,2025-05-25,True
E664F3-6405,Siqueira das Pedras 2,2023-06,3,3,2026-02-04 11:42:22,Crítico,2025-03-06 20:48:27,ST-02,Aberto,400,10,2026-05-25,True
7DE8FB-4057,Nunes 0,2023-10,4,2,2024-12-04 06:03:56,Crítico,2024-11-24 08:48:46,ST-01,Cancelado,300,5,2024-07-19,True
D95950-5207,Siqueira das Pedras 2,2023-01,1,2,2025-09-29 17:40:31,Médio,2025-08-02 13:15:23,ST-01,Concluído,400,5,2026-05-18,True
B44B40-2635,Siqueira das Pedras 2,2023-04,4,3,2026-04-29 18:10:35,Médio,2025-01-20 20:32:14,ST-02,Concluído,400,5,2025-08-20,True
FDB48D-1975,Nunes 0,2023-03,4,3,2024-10-17 18:09:19,Alto,2025-08-02 13:15:23,ST-02,Em Andamento,100,10,2026-05-25,True
E73218-1224,Siqueira das Pedras 2,2023-07,1,3,2025-10-07 01:26:08,Médio,2026-05-16 01:41:14,ST-02,Cancelado,200,5,2024-07-19,True
68ED2F-4482,Nunes 0,2023-10,1,3,2025-10-21 16:51:07,Médio,2024-07-23 11:43:18,ST-02,Em Andamento,100,5,2024-07-19,True
71C0B1-2708,Cardoso Verde 1,2023-02,2,2,2026-05-13 18:51:27,Crítico,2025-07-23 23:37:19,ST-01,Em Andamento,400,5,2024-08-15,True
4BD393-3627,Cardoso Verde 1,2023-01,2,3,2025-04-30 01:24:18,Médio,2024-08-02 04:55:02,ST-02,Aberto,300,10,2025-05-25,True
E33615-5846,Cardoso Verde 1,2023-07,2,4,2024-08-08 02:34:59,Baixo,2025-11-22 23:28:44,ST-02,Em Andamento,100,10,2025-08-29,True
E99DD7-4569,Nunes 0,2023-08,4,3,2024-11-08 23:50:59,Alto,2026-05-16 01:41:14,ST-01,Em Andamento,200,5,2024-09-04,True
DEFA34-2165,Nunes 0,2023-10,2,1,2026-03-08 05:38:41,Médio,2024-08-12 14:20:14,ST-02,Em Andamento,100,5,2026-05-18,True
AE2685-3217,Nunes 0,2023-03,1,2,2025-05-08 11:32:50,Alto,2026-06-14 09:27:06,ST-02,Aberto,200,5,2025-05-25,True
2AC52C-1774,Cardoso Verde 1,2023-08,1,1,2026-04-11 16:12:38,Baixo,2024-11-24 08:48:46,ST-01,Concluído,100,10,2025-08-29,True
7EC4D7-2259,Siqueira das Pedras 2,2023-04,1,4,2025-12-25 20:36:00,Médio,2025-07-23 23:37:19,ST-02,Em Andamento,100,5,2024-11-12,True
BA5333-6235,Porto do Galho 4,2023-10,3,4,2024-09-24 03:46:51,Alto,2025-08-02 13:15:23,ST-01,Concluído,100,10,2025-08-20,True
E769F1-2813,Nunes 0,2023-02,1,4,2026-04-20 09:13:35,Crítico,2025-10-10 09:10:13,ST-01,Concluído,200,10,2025-05-25,True
77E50B-2966,Porto do Galho 4,2023-03,1,3,2026-03-07 01:20:06,Alto,2026-06-14 09:27:06,ST-02,Cancelado,300,10,2025-08-29,True
404E26-1881,Cardoso Verde 1,2023-06,3,2,2025-09-23 07:52:24,Alto,2024-08-02 04:55:02,ST-01,Aberto,200,5,2024-09-04,True
16DAF8-3254,Gomes de Garcia 3,2023-11,2,2,2025-12-09 14:14:31,Baixo,2025-11-22 23:28:44,ST-01,Cancelado,400,5,2026-05-25,True
817B92-1850,Porto do Galho 4,2023-01,2,4,2026-06-04 06:54:02,Alto,2026-05-16 01:41:14,ST-02,Aberto,200,5,2024-07-19,True
DC9B56-5051,Siqueira das Pedras 2,2023-07,2,3,2025-02-16 22:54:27,Alto,2026-05-12 08:01:18,ST-01,Concluído,100,5,2026-05-25,True
91A1D0-177,Cardoso Verde 1,2023-02,3,4,2025-09-27 22:34:31,Crítico,2026-04-02 19:32:03,ST-01,Cancelado,100,10,2025-12-23,True
2DE122-3079,Porto do Galho 4,2023-01,3,2,2025-02-24 03:40:03,Baixo,2026-04-02 19:32:03,ST-01,Concluído,300,5,2026-06-25,True
87B558-6466,Nunes 0,2023-02,3,1,2026-05-05 18:50:45,Médio,2025-08-02 13:15:23,ST-02,Cancelado,300,10,2024-09-23,True
AD3334-2399,Gomes de Garcia 3,2023-04,1,3,2025-04-05 07:50:39,Médio,2024-08-02 04:55:02,ST-02,Em Andamento,400,5,2024-09-23,True
5020B3-4620,Porto do Galho 4,2023-03,3,3,2025-01-10 02:12:08,Alto,2024-11-04 13:58:14,ST-01,Concluído,400,5,2024-09-15,True
A18653-1720,Nunes 0,2023-01,1,1,2024-11-10 14:02:10,Médio,2026-06-14 09:27:06,ST-02,Concluído,400,10,2025-12-23,True
D74A90-1755,Porto do Galho 4,2023-05,4,2,2025-11-16 16:44:12,Alto,2026-05-12 08:01:18,ST-02,Concluído,300,10,2025-08-20,True
EFED1E-3922,Cardoso Verde 1,2023-11,2,3,2026-02-21 07:32:52,Crítico,2025-11-22 23:28:44,ST-02,Aberto,200,5,2024-07-19,True
E117D5-578,Nunes 0,2023-09,1,1,2025-08-16 23:26:13,Alto,2024-11-24 08:48:46,ST-02,Cancelado,100,5,2024-09-23,True
5EA769-6305,Porto do Galho 4,2023-08,4,1,2025-08-08 13:54:20,Alto,2025-11-22 23:28:44,ST-02,Aberto,200,5,2026-05-18,True
7CED9F-2209,Porto do Galho 4,2023-04,3,3,2026-03-10 07:51:00,Alto,2025-10-08 04:41:09,ST-02,Aberto,400,5,2024-09-23,True
7740AD-2649,Porto do Galho 4,2023-05,3,4,2024-11-11 11:20:56,Crítico,2026-05-12 08:01:18,ST-02,Em Andamento,200,5,2025-08-29,True
1B1CEC-3573,Siqueira das Pedras 2,2024-01,2,1,2025-12-17 05:24:27,Médio,2026-04-24 03:21:18,ST-02,Em Andamento,400,10,2025-08-29,True
CE6C82-6443,Gomes de Garcia 3,2024-01,4,2,2026-02-03 10:06:34,Baixo,2024-08-12 14:20:14,ST-01,Em Andamento,100,10,2026-05-25,True
9B86C3-3923,Gomes de Garcia 3,2023-11,3,4,2025-02-19 08:53:43,Médio,2024-07-23 11:43:18,ST-02,Aberto,400,10,2025-08-20,True
F837B9-4515,Siqueira das Pedras 2,2023-07,1,4,2025-08-17 14:24:24,Crítico,2026-04-24 03:21:18,ST-02,Aberto,400,10,2025-12-23,True
FFB150-9,Nunes 0,2023-08,2,1,2024-09-20 14:09:35,Médio,2026-04-24 03:21:18,ST-02,Cancelado,400,10,2024-11-12,True
31C17F-3661,Cardoso Verde 1,2023-05,4,2,2024-11-09 21:39:54,Médio,2025-10-08 04:41:09,ST-01,Aberto,200,10,2026-05-18,True
73A051-2093,Porto do Galho 4,2023-03,4,1,2026-03-04 09:30:29,Alto,2025-10-10 09:10:13,ST-01,Aberto,100,10,2026-06-25,True
1646F1-4822,Nunes 0,2023-01,4,4,2025-10-03 20:59:33,Baixo,2026-06-19 17:33:40,ST-01,Concluído,200,10,2026-05-25,True
27A124-1960,Siqueira das Pedras 2,2023-03,3,4,2024-08-05 22:17:49,Baixo,2026-06-19 17:33:40,ST-02,Concluído,100,5,2024-08-15,True
547393-3493,Nunes 0,2023-06,4,1,2026-06-21 18:08:42,Crítico,2026-05-12 08:01:18,ST-02,Aberto,300,10,2024-11-12,True
9B88CD-5188,Cardoso Verde 1,2023-11,4,2,2025-12-19 10:24:11,Crítico,2025-11-22 23:28:44,ST-01,Concluído,100,10,2024-11-12,True
92B8D9-2150,Siqueira das Pedras 2,2023-12,1,4,2025-09-14 18:51:11,Alto,2025-07-23 23:37:19,ST-02,Em Andamento,300,10,2024-07-19,True
F0D957-4034,Nunes 0,2024-01,1,3,2026-03-29 03:48:42,Alto,2025-08-02 13:15:23,ST-01,Cancelado,300,10,2024-11-12,True
D69134-178,Porto do Galho 4,2023-06,3,1,2025-11-14 17:55:14,Alto,2025-01-20 20:32:14,ST-01,Aberto,200,10,2024-09-04,True
BD2BD7-2233,Siqueira das Pedras 2,2023-06,1,2,2026-02-28 13:15:45,Crítico,2026-06-19 17:33:40,ST-01,Aberto,400,10,2025-08-29,True
6C8C6A-1163,Cardoso Verde 1,2023-11,1,4,2025-11-16 10:11:07,Crítico,2025-10-10 09:10:13,ST-01,Cancelado,200,10,2024-09-04,True
6C88D6-3368,Nunes 0,2023-04,1,3,2025-02-02 19:27:51,Crítico,2025-10-10 09:10:13,ST-01,Concluído,100,10,2025-05-25,True
4BE9C7-6469,Cardoso Verde 1,2023-12,2,1,2025-01-04 19:02:57,Médio,2026-04-02 19:32:03,ST-02,Aberto,100,10,2025-08-20,True
FB4185-640,Cardoso Verde 1,2023-08,2,4,2026-01-22 14:52:21,Crítico,2026-04-14 14:30:21,ST-01,Aberto,200,10,2024-11-12,True
046074-6448,Gomes de Garcia 3,2023-03,3,2,2025-03-30 00:43:15,Crítico,2024-11-04 13:58:14,ST-01,Cancelado,300,10,2024-11-12,True
8B4049-465,Siqueira das Pedras 2,2023-12,3,1,2026-04-25 19:49:56,Crítico,2024-08-23 02:13:39,ST-01,Concluído,200,5,2025-08-20,True
567466-3177,Cardoso Verde 1,2023-04,3,1,2024-07-01 01:38:40,Crítico,2025-08-02 13:15:23,ST-02,Aberto,200,5,2025-12-23,True
7753B6-5450,Gomes de Garcia 3,2023-05,2,4,2026-06-09 02:21:42,Médio,2026-04-14 14:30:21,ST-01,Em Andamento,200,10,2025-05-25,True
3BD4C5-569,Nunes 0,2023-08,4,4,2025-04-01 12:38:40,Baixo,2025-06-18 07:04:20,ST-01,Aberto,200,5,2025-05-25,True
4E52EB-808,Gomes de Garcia 3,2023-05,3,1,2025-07-06 17:53:57,Crítico,2025-10-10 09:10:13,ST-01,Cancelado,300,5,2026-05-25,True
E1FE2B-1762,Gomes de Garcia 3,2023-05,2,1,2026-01-27 06:41:00,Baixo,2026-06-14 09:27:06,ST-02,Aberto,100,5,2026-06-25,True
BB0EF2-2086,Porto do Galho 4,2023-12,3,2,2025-03-16 10:54:19,Crítico,2026-04-02 19:32:03,ST-01,Concluído,400,10,2025-08-29,True
44FC8B-5462,Nunes 0,2023-04,1,1,2024-11-12 08:25:22,Baixo,2024-08-12 14:20:14,ST-01,Cancelado,300,10,2024-09-15,True
40AA4D-2460,Gomes de Garcia 3,2023-05,3,1,2025-10-12 00:35:56,Alto,2025-03-06 20:48:27,ST-02,Concluído,400,5,2026-06-25,True
EE9AED-1098,Porto do Galho 4,2023-02,3,1,2024-07-16 09:55:33,Médio,2026-05-12 08:01:18,ST-02,Cancelado,200,10,2024-08-15,True
095058-1055,Cardoso Verde 1,2023-12,1,1,2025-12-02 18:52:31,Médio,2026-04-24 03:21:18,ST-01,Aberto,400,5,2024-09-23,True
E369D1-4603,Gomes de Garcia 3,2023-11,3,2,2025-08-22 06:12:41,Crítico,2026-05-12 08:01:18,ST-02,Cancelado,400,10,2026-05-25,True
100975-5677,Cardoso Verde 1,2023-12,2,3,2025-08-10 16:41:05,Baixo,2025-08-02 13:15:23,ST-01,Cancelado,300,10,2024-09-04,True
6BD235-4966,Nunes 0,2023-03,3,2,2024-11-08 19:37:15,Alto,2024-11-04 13:58:14,ST-02,Concluído,400,10,2025-05-25,True
D714AE-3662,Porto do Galho 4,2023-05,4,2,2024-12-27 05:47:40,Crítico,2026-04-24 03:21:18,ST-02,Cancelado,200,10,2025-08-20,True
8C55C2-6075,Porto do Galho 4,2023-05,3,1,2024-12-23 07:41:52,Baixo,2026-04-14 14:30:21,ST-02,Aberto,100,5,2024-09-15,True
D77DC5-4432,Porto do Galho 4,2023-09,1,4,2024-10-17 11:00:42,Médio,2025-11-22 23:28:44,ST-02,Cancelado,100,5,2024-11-12,True
2FC8DF-5533,Porto do Galho 4,2023-06,1,2,2025-09-13 23:25:58,Baixo,2024-08-12 14:20:14,ST-01,Aberto,400,10,2025-05-25,True
5E3E9B-636,Porto do Galho 4,2023-08,4,4,2026-05-23 18:25:21,Baixo,2026-05-12 08:01:18,ST-01,Cancelado,200,10,2024-07-19,True
BCB362-5898,Siqueira das Pedras 2,2023-12,4,2,2025-02-13 03:35:45,Crítico,2024-07-23 11:43:18,ST-02,Aberto,300,10,2025-08-29,True
E239C6-4208,Nunes 0,2023-03,2,1,2025-05-09 07:19:35,Médio,2026-06-14 09:27:06,ST-02,Cancelado,300,10,2024-09-15,True
A2A03F-765,Porto do Galho 4,2023-07,3,2,2025-10-29 20:09:37,Crítico,2024-11-04 13:58:14,ST-01,Em Andamento,300,10,2025-08-20,True
7297BE-1184,Cardoso Verde 1,2023-07,2,4,2026-01-25 02:22:51,Alto,2026-06-19 17:33:40,ST-01,Em Andamento,200,5,2024-09-23,True
26FB02-851,Nunes 0,2023-01,4,1,2026-05-12 00:06:21,Crítico,2026-04-24 03:21:18,ST-02,Cancelado,400,5,2024-09-04,True
A8CD09-884,Siqueira das Pedras 2,2023-03,4,1,2024-09-06 05:17:11,Crítico,2026-06-14 09:27:06,ST-02,Em Andamento,300,5,2025-12-23,True
23C0C6-6353,Nunes 0,2023-08,2,4,2026-03-21 10:22:50,Médio,2024-07-23 11:43:18,ST-02,Em Andamento,200,5,2024-09-04,True
77BF37-1892,Porto do Galho 4,2023-08,1,2,2025-01-15 23:36:53,Alto,2025-03-06 20:48:27,ST-01,Em Andamento,200,10,2026-06-25,True
75EFF9-5676,Nunes 0,2023-04,1,1,2026-04-25 07:43:28,Alto,2025-04-03 20:47:40,ST-01,Aberto,400,10,2025-08-20,True
957823-1952,Nunes 0,2023-04,3,3,2025-03-17 19:00:53,Médio,2026-04-14 14:30:21,ST-02,Cancelado,100,10,2024-09-04,True
F00FA0-4058,Siqueira das Pedras 2,2024-01,2,2,2026-03-11 15:12:54,Alto,2026-04-02 19:32:03,ST-01,Concluído,200,5,2024-08-15,True
2E88C8-36,Siqueira das Pedras 2,2023-03,4,2,2024-07-28 12:14:50,Médio,2025-06-18 07:04:20,ST-02,Aberto,400,10,2026-05-25,True
AB2112-3944,Gomes de Garcia 3,2023-06,2,1,2025-08-19 07:49:38,Baixo,2025-11-22 23:28:44,ST-02,Em Andamento,100,5,2024-11-12,True
E7B9DB-1293,Nunes 0,2023-10,4,3,2025-04-11 15:41:12,Alto,2026-04-02 19:32:03,ST-01,Em Andamento,200,5,2025-05-25,True
9D700D-5271,Porto do Galho 4,2023-01,2,4,2024-09-28 08:54:40,Médio,2025-04-03 20:47:40,ST-02,Em Andamento,200,5,2025-08-29,True
D4CF2C-1701,Porto do Galho 4,2023-05,4,4,2025-10-29 21:31:45,Médio,2024-08-12 14:20:14,ST-01,Concluído,400,5,2024-07-19,True
141855-6215,Nunes 0,2023-01,4,3,2024-12-15 19:20:28,Alto,2025-10-08 04:41:09,ST-02,Cancelado,200,5,2026-05-25,True
2048A2-43,Siqueira das Pedras 2,2023-05,4,1,2024-11-16 20:35:52,Médio,2025-10-10 09:10:13,ST-01,Em Andamento,300,10,2026-05-18,True
DFD7BD-2468,Siqueira das Pedras 2,2023-03,1,1,2026-03-07 16:20:57,Crítico,2024-08-23 02:13:39,ST-01,Concluído,200,10,2025-05-25,True
2AA9AE-4065,Nunes 0,2023-06,3,2,2026-05-25 13:59:23,Alto,2025-03-06 20:48:27,ST-01,Aberto,100,5,2025-05-25,True
09186A-4668,Siqueira das Pedras 2,2023-04,3,3,2025-04-05 07:50:39,Crítico,2026-05-12 08:01:18,ST-01,Cancelado,200,5,2024-07-19,True
74B571-764,Siqueira das Pedras 2,2023-01,3,3,2025-08-24 05:35:10,Médio,2026-06-19 17:33:40,ST-01,Em Andamento,100,5,2025-08-20,True
5AC57B-6158,Porto do Galho 4,2023-08,1,1,2026-05-13 21:19:45,Alto,2024-11-04 13:58:14,ST-01,Aberto,400,5,2025-05-25,True
3D3ACF-669,Nunes 0,2023-01,3,4,2025-12-12 15:38:01,Alto,2026-06-19 17:33:40,ST-01,Aberto,400,10,2024-11-12,True
C210D4-5336,Nunes 0,2023-06,2,4,2024-08-10 07:49:22,Médio,2026-05-12 08:01:18,ST-02,Concluído,300,5,2024-07-19,True
3C5E37-1922,Nunes 0,2023-06,1,4,2026-01-09 10:47:01,Crítico,2025-11-22 23:28:44,ST-02,Aberto,100,5,2025-05-25,True
88F55E-3406,Porto do Galho 4,2023-04,1,1,2025-03-04 03:17:29,Crítico,2025-08-02 13:15:23,ST-02,Cancelado,400,5,2024-09-23,True
DF5100-5067,Gomes de Garcia 3,2023-11,2,2,2025-11-29 14:28:41,Alto,2026-06-14 09:27:06,ST-01,Concluído,300,5,2025-12-23,True
BB5305-3655,Nunes 0,2023-05,1,1,2026-06-29 15:05:32,Baixo,2026-04-02 19:32:03,ST-01,Aberto,400,10,2025-08-20,True
7C48CB-1587,Cardoso Verde 1,2023-11,3,2,2024-09-26 09:45:58,Baixo,2026-06-19 17:33:40,ST-02,Em Andamento,100,10,2024-09-15,True
FDE870-3799,Siqueira das Pedras 2,2023-09,4,1,2026-02-13 19:15:58,Alto,2025-04-03 20:47:40,ST-01,Em Andamento,200,10,2026-06-25,True
64A60B-5559,Nunes 0,2023-03,2,3,2025-07-13 20:08:24,Baixo,2025-06-18 07:04:20,ST-01,Concluído,200,5,2024-09-04,True
E4A191-4652,Cardoso Verde 1,2023-11,4,1,2026-06-29 01:07:43,Alto,2024-11-24 08:48:46,ST-02,Concluído,400,5,2024-09-15,True
FF948B-3297,Siqueira das Pedras 2,2023-11,4,4,2024-12-30 15:33:14,Médio,2025-10-08 04:41:09,ST-01,Concluído,400,10,2026-05-18,True
DC599A-1955,Gomes de Garcia 3,2023-11,2,2,2025-03-30 10:23:56,Médio,2026-04-14 14:30:21,ST-01,Em Andamento,400,10,2026-05-25,True
8B16C0-5278,Nunes 0,2023-12,1,2,2024-11-29 04:28:54,Crítico,2026-05-16 01:41:14,ST-01,Aberto,400,5,2026-06-25,True
EDEDBB-4489,Gomes de Garcia 3,2023-06,4,1,2025-07-21 09:16:36,Baixo,2024-11-24 08:48:46,ST-01,Cancelado,100,10,2024-11-12,True
8D591A-6017,Nunes 0,2023-05,4,1,2025-02-27 20:38:37,Médio,2024-08-23 02:13:39,ST-02,Em Andamento,400,10,2026-05-25,True
83F8A2-4145,Siqueira das Pedras 2,2023-10,1,2,2026-05-01 06:24:56,Crítico,2026-04-14 14:30:21,ST-02,Em Andamento,200,10,2024-09-15,True
BCDB70-5711,Gomes de Garcia 3,2023-12,4,2,2024-09-04 11:38:33,Baixo,2024-08-02 04:55:02,ST-01,Cancelado,300,5,2024-08-15,True
4C3780-5356,Siqueira das Pedras 2,2023-11,3,1,2025-12-19 19:10:41,Crítico,2025-07-23 23:37:19,ST-01,Aberto,300,5,2024-09-23,True
EEDC09-3795,Cardoso Verde 1,2024-01,4,1,2026-03-08 10:12:16,Crítico,2025-03-06 20:48:27,ST-01,Aberto,200,10,2025-08-29,True
B19C76-4465,Siqueira das Pedras 2,2023-07,2,1,2024-12-09 12:38:13,Crítico,2026-05-16 01:41:14,ST-01,Cancelado,300,5,2025-08-20,True
B4A63C-409,Cardoso Verde 1,2023-03,1,4,2025-06-07 16:33:39,Alto,2025-11-22 23:28:44,ST-01,Em Andamento,300,5,2024-09-04,True
6266B8-221,Gomes de Garcia 3,2023-01,1,2,2025-08-10 10:20:41,Alto,2025-08-02 13:15:23,ST-01,Em Andamento,300,10,2026-05-18,True
764D59-3280,Gomes de Garcia 3,2023-06,3,3,2024-11-12 08:57:54,Crítico,2024-08-12 14:20:14,ST-01,Em Andamento,100,5,2024-09-15,True
8AAABF-3410,Gomes de Garcia 3,2023-06,1,4,2025-11-22 01:07:03,Baixo,2025-10-08 04:41:09,ST-01,Concluído,100,10,2026-05-25,True
E77F32-3872,Nunes 0,2023-11,4,3,2024-08-17 06:11:36,Médio,2024-07-23 11:43:18,ST-01,Concluído,300,10,2026-05-18,True
7A3B81-3077,Gomes de Garcia 3,2023-02,1,1,2025-11-02 08:47:54,Médio,2025-07-23 23:37:19,ST-01,Em Andamento,200,10,2026-06-25,True
6674A4-5606,Nunes 0,2023-11,1,3,2025-02-01 00:47:57,Crítico,2024-08-23 02:13:39,ST-02,Em Andamento,300,10,2024-08-15,True
C7E8C6-4304,Cardoso Verde 1,2023-11,4,2,2024-11-20 18:03:47,Crítico,2026-05-16 01:41:14,ST-02,Concluído,200,5,2025-08-20,True
D92DCD-4495,Porto do Galho 4,2024-01,2,1,2026-05-25 07:33:09,Baixo,2024-08-23 02:13:39,ST-01,Concluído,300,10,2026-05-18,True
E94E04-5870,Nunes 0,2023-09,4,3,2025-09-01 12:24:11,Baixo,2026-04-02 19:32:03,ST-01,Cancelado,400,10,2024-09-15,True
DE4B6E-709,Porto do Galho 4,2023-04,4,2,2026-05-08 01:52:56,Médio,2025-07-23 23:37:19,ST-01,Cancelado,300,5,2026-05-25,True
4F8C04-3357,Gomes de Garcia 3,2023-09,3,3,2025-09-10 00:48:03,Alto,2024-08-02 04:55:02,ST-02,Em Andamento,100,10,2025-05-25,True
F648F9-3948,Gomes de Garcia 3,2023-03,3,3,2024-11-11 23:45:08,Baixo,2024-08-02 04:55:02,ST-01,Cancelado,300,10,2024-08-15,True
A0FEE1-313,Porto do Galho 4,2023-09,4,4,2024-09-20 10:47:53,Médio,2025-11-22 23:28:44,ST-02,Aberto,100,5,2026-05-25,True
5B4CAD-2235,Porto do Galho 4,2023-02,2,1,2025-08-18 12:35:25,Crítico,2024-08-12 14:20:14,ST-01,Cancelado,200,10,2026-06-25,True
5435BF-5658,Cardoso Verde 1,2023-09,2,2,2026-01-07 02:35:19,Alto,2025-08-02 13:15:23,ST-02,Concluído,100,10,2024-09-23,True
8B9ACF-2162,Cardoso Verde 1,2023-05,2,4,2026-05-19 17:33:56,Crítico,2025-08-02 13:15:23,ST-01,Concluído,300,5,2024-11-12,True
50BD75-2612,Nunes 0,2023-01,2,1,2025-02-11 15:07:21,Alto,2025-01-20 20:32:14,ST-01,Concluído,100,5,2026-05-18,True
7AB710-263,Porto do Galho 4,2023-11,4,3,2025-09-16 19:13:59,Médio,2025-06-18 07:04:20,ST-01,Aberto,100,5,2025-05-25,True
09BE5A-5168,Siqueira das Pedras 2,2023-11,1,2,2026-01-08 16:30:16,Crítico,2024-08-02 04:55:02,ST-02,Concluído,400,5,2026-05-25,True
4FC26B-3190,Nunes 0,2023-02,1,4,2026-05-10 16:49:20,Baixo,2026-05-16 01:41:14,ST-01,Aberto,100,10,2026-05-25,True
2BA099-3909,Porto do Galho 4,2023-09,2,3,2024-08-26 14:00:06,Médio,2024-08-12 14:20:14,ST-01,Concluído,300,10,2024-07-19,True
FCD8BA-5634,Cardoso Verde 1,2023-07,1,4,2025-12-24 01:16:07,Baixo,2025-10-10 09:10:13,ST-02,Aberto,400,5,2025-08-20,True
9E39C1-848,Cardoso Verde 1,2023-06,4,3,2025-08-29 00:26:08,Alto,2024-08-23 02:13:39,ST-01,Concluído,300,10,2025-12-23,True
E0141B-2052,Siqueira das Pedras 2,2023-11,2,4,2026-01-13 12:16:19,Crítico,2026-06-19 17:33:40,ST-01,Em Andamento,400,5,2024-09-23,True
13EAE8-3014,Porto do Galho 4,2024-01,3,4,2026-02-08 05:16:09,Baixo,2025-08-02 13:15:23,ST-02,Aberto,300,10,2024-08-15,True
54A8B0-4146,Siqueira das Pedras 2,2023-12,4,1,2025-01-04 00:22:39,Crítico,2026-04-14 14:30:21,ST-01,Concluído,100,5,2025-08-29,True
AD1B39-4150,Nunes 0,2023-02,2,3,2025-05-22 20:18:40,Alto,2025-08-02 13:15:23,ST-01,Concluído,300,10,2024-09-04,True
